id,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
edd1466a,21.0,17.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
1787195f,23.0,17.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches
84c0768a,7.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
5515376c,33.0,27.0,3.0,1.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Matches
18ebca4b,47.0,39.0,0.0,4.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,Matches
16aa7d4c,20.0,17.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Matches
279ddf6a,36.0,29.0,1.0,0.0,3.0,1.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,Matches
873ce3a2,25.0,17.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches
b34c63a5,36.0,23.0,1.0,8.0,1.0,3.0,0.0,8.0,5.0,0.0,1.0,1.0,1.0,0.0,Matches
68a26d51,40.0,35.0,1.0,0.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,Matches
7909ffa4,18.0,13.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
45c1c326,47.0,21.0,13.0,4.0,4.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2b9b37b2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
741418c3,70.0,45.0,12.0,6.0,2.0,5.0,0.0,11.0,8.0,1.0,1.0,1.0,0.0,0.0,Matches
5219ab4a,99.0,66.0,20.0,8.0,0.0,3.0,2.0,14.0,10.0,1.0,2.0,0.0,0.0,1.0,Matches
3010aefb,41.0,29.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,Matches
166a981d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3f5b4635,19.0,12.0,1.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,Matches
0e7ccfc4,45.0,21.0,20.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,Matches
beb391dd,62.0,41.0,7.0,2.0,5.0,6.0,1.0,13.0,10.0,0.0,0.0,1.0,2.0,0.0,Matches
59948ef7,5.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches
aa67d758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2434f24a,5.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches
9980269a,19.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Matches
85a44ecc,16.0,14.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches
67b7357e,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches
8f325097,12.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
9b40a6ea,21.0,18.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
5722eced,23.0,19.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Matches
1ec7e1c5,20.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
29c02c9f,24.0,19.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches
7ef972c3,14.0,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
fd2bc67d,8.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
ce50fd99,72.0,55.0,1.0,4.0,6.0,6.0,0.0,13.0,9.0,0.0,1.0,1.0,2.0,0.0,Matches
ae4e2852,19.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
5fdcb075,10.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
44f8c299,40.0,34.0,0.0,1.0,3.0,0.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,Matches
92232aad,41.0,27.0,3.0,1.0,8.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,Matches
0be95d34,38.0,23.0,6.0,5.0,2.0,1.0,1.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,Matches
8332db56,29.0,24.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches
