id,Gls,Sh,SoT,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,G-xG,np:G-xG
9a64e67e,0,2,0,0.0,0.0,6.2,0,0,0,0.2,0.2,-0.2,-0.2
e3fabb0a,3,31,8,0.1,0.38,13.0,0,0,0,5.1,5.1,-2.1,-2.1
59b7d823,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
4dbd0916,3,26,12,0.12,0.25,20.9,1,0,0,3.0,3.0,0.0,0.0
4f28a6ff,1,6,2,0.17,0.5,8.5,0,0,0,0.9,0.9,0.1,0.1
d66b9872,1,7,2,0.14,0.5,20.6,0,0,0,1.0,1.0,0.0,0.0
0a0cc13c,0,13,2,0.0,0.0,18.6,0,0,0,0.6,0.6,-0.6,-0.6
bba30585,0,7,1,0.0,0.0,19.4,1,0,0,0.5,0.5,-0.5,-0.5
02c15616,0,1,1,0.0,0.0,13.8,0,0,0,0.1,0.1,-0.1,-0.1
d7553721,9,60,25,0.12,0.28,20.3,2,2,4,8.2,5.0,0.8,2.0
e1cbb531,0,11,2,0.0,0.0,21.8,0,0,0,0.9,0.9,-0.9,-0.9
